Gene	TCGA-A1-A0SH	TCGA-A1-A0SK	TCGA-A1-A0SO	TCGA-A2-A04P	TCGA-A2-A04Q	TCGA-A2-A04T	TCGA-A2-A04U	TCGA-A2-A0CM	TCGA-A2-A0D0	TCGA-A2-A0D2	TCGA-A2-A0ST	TCGA-A2-A0SX	TCGA-A2-A0T0	TCGA-A2-A0T2	TCGA-A2-A0YM	TCGA-A7-A0CE	TCGA-A7-A0DA	TCGA-A7-A13D	TCGA-A8-A07C	TCGA-A8-A07O	TCGA-A8-A07U	TCGA-A8-A08R	TCGA-A8-A09X	TCGA-AN-A04D	TCGA-AN-A0AL	TCGA-AN-A0AR	TCGA-AN-A0FL	TCGA-AN-A0FX	TCGA-AN-A0G0	TCGA-AN-A0XN	TCGA-AN-A0XS	TCGA-AN-A0XU	TCGA-AO-A03U	TCGA-AO-A0J2	TCGA-AO-A0J4	TCGA-AO-A0J6	TCGA-AO-A0JL	TCGA-AO-A124	TCGA-AO-A128	TCGA-AO-A129	TCGA-AO-A12F	TCGA-AQ-A04J	TCGA-AR-A0TS	TCGA-AR-A0U1	TCGA-AR-A0U4	TCGA-AR-A1AI	TCGA-AR-A1AQ	TCGA-AR-A1AR	TCGA-AR-A1AY	TCGA-B6-A0IE	TCGA-B6-A0IK	TCGA-B6-A0IQ	TCGA-B6-A0RE	TCGA-B6-A0RG	TCGA-B6-A0RN	TCGA-B6-A0RS	TCGA-B6-A0RT	TCGA-B6-A0RU	TCGA-B6-A0WX	TCGA-BH-A0AV	TCGA-BH-A0B3	TCGA-BH-A0B9	TCGA-BH-A0BG	TCGA-BH-A0BL	TCGA-BH-A0BW	TCGA-BH-A0E0	TCGA-BH-A0E6	TCGA-BH-A0RX	TCGA-BH-A0WA	TCGA-BH-A18G	TCGA-BH-A18Q	TCGA-BH-A18T	TCGA-BH-A18V	TCGA-BH-A1EW	TCGA-BH-A1F0	TCGA-C8-A12V	TCGA-C8-A131	TCGA-C8-A134	TCGA-D8-A13Z	TCGA-D8-A142	TCGA-D8-A147	TCGA-E2-A14N	TCGA-E2-A14R	TCGA-E2-A14X	TCGA-E2-A150	TCGA-E2-A158	TCGA-E2-A159	TCGA-E2-A1B6
MIMAT0010195	3.14148380100355	-0.0852273148393145	2.37347477128874	2.73386711129317	1.90803890845877	2.95084984737858	3.20957345524491	0.253723084100866	2.19303428259434	2.48002335988776	3.08054817807791	1.89373691330177	2.45086574701243	2.23655109035346	2.01137147298409	5.38744681277678	5.52010875046637	4.32538720624203	-0.304624362742394	1.74828603796916	1.97579084360211	2.21908424137208	3.6426827439048	-3.64385618977472	2.55706398811238	6.26546069446979	-3.64385618977472	1.31835386641682	5.57370350072667	3.90595677358225	3.07395747126849	4.27654683899171	2.04790198305652	1.977389472564	3.98430998912208	0.865027194991411	4.51313824025283	-3.64385618977472	3.58570661920261	2.52062666298845	1.62973103100433	3.44352178456533	5.31619600398601	2.0056259862746	2.44535194589124	2.43832399429094	2.53283209776805	3.51927669000825	4.04816868854917	1.90872837985482	3.15005350726714	2.95731307180186	2.46875585666493	1.75758570255167	2.17606804425944	1.14172247802792	2.58216649503201	3.84155342880712	2.80464732969411	3.80745230068637	0.396822581724808	4.20841331459661	3.27035072489797	3.62536237934145	5.59912946923267	3.7320700960186	3.38790165839393	5.01955212254515	4.68229821524701	2.60852256724591	3.36411111633791	4.90797341267833	2.94510124781296	2.72750925510238	4.13776474266218	3.17684900500113	2.01477589867842	4.12017092851683	2.32667568606757	3.96120286679917	3.0025761552802	4.42805815089045	3.75310280019006	4.55611999684067	2.1538315961318	3.48213140299709	2.52172844329639	3.9075331250573
MIMAT0000062	14.5669244791021	13.7946748027083	13.2920586507711	14.7241129442949	13.9147156119972	14.9124804944909	14.7449208220423	14.1494879551475	14.5101641722535	14.1397963517805	14.0963891161667	14.0154321744442	14.1948937007739	13.7302397232957	13.0467205660528	15.1988549643728	14.3380949223563	13.9757741726084	14.8555228251542	14.3878529768444	14.0334443141707	14.7490432954372	13.7011255363313	14.8847711025747	14.5029344672188	14.0034903757306	14.6848486864995	14.4844775853361	14.2457359114709	13.7231536190855	14.4638575583949	13.88749479402	15.7931036663712	14.3884883016044	14.5763998740332	13.6796098117513	14.4951131959058	14.2776596834481	15.5504658778762	15.0496300667291	14.8162212416248	14.3912857203012	14.5507221883051	14.519674193111	13.5759224960552	14.1011831126034	14.2374767810245	14.9780185162796	14.8762193696655	13.8777292362697	14.022415829438	13.8803433810103	13.6988621759263	15.5548167846434	14.7609718689794	14.0327085019096	14.3358010025326	14.6720220775464	13.5023968600384	15.1060018026431	14.4142395003592	13.9815524970571	15.1931002196227	14.7116407420524	14.295362901527	13.9992748213365	13.7247206635943	14.0829778673484	14.1980560316745	15.2057022459949	14.6061368079923	14.5553832205572	15.0630984811987	15.51231930568	14.9859289403442	14.2860675553981	14.6113003936497	15.0146161911264	14.5807855833258	14.4531762106721	15.0767175292358	14.9029964356974	15.4505047589135	14.9303370550507	14.4482729278141	14.756846722244	13.441535359065	15.2401730940142
MIMAT0004481	5.67397882531519	5.65173810714675	5.2803654968227	6.73386712484751	6.46262774377842	8.82859418237041	5.85556536998472	5.86843319985553	7.09027467005451	8.23824660268324	5.89930790369381	6.3935826781208	6.65380584269618	6.1219084553605	5.38988319257991	7.34937877802551	7.7234369142717	6.40338974286188	6.57801870172003	8.35561647063664	5.75715067716291	8.48587064927041	5.51715189332353	8.03410500929777	7.02738386759674	6.11048602424668	7.44301445977498	6.40581658856226	6.89104434367595	5.99906616143215	6.45862123584123	5.27654687621165	5.55040240567862	7.38866487990529	7.07782185177987	7.19594422070073	5.99118555973773	5.01388750184066	5.74832680599255	6.56502074425379	6.36927065609192	6.79647673275148	6.03747998719877	6.81812414895966	6.2527068490288	5.78071623297627	6.16842060851869	6.26178050097995	5.52521584163668	6.35403874411449	5.63386935807517	6.18997384044868	4.90932851663468	6.08850277677385	5.33795576587212	5.91782629428501	5.43460918060074	6.59329442443343	5.87503668216723	5.75231073980283	6.47363769988389	6.54098863187825	6.10605020516166	5.33107698149756	5.77970170787156	7.70607491413463	5.81013471153113	5.89103739086269	5.23869156826663	6.80819495714026	6.98302094572398	6.34237622865496	6.30584861977345	4.65711987819982	6.49895222344325	6.047213754582	6.36792257788347	5.88857956372997	5.03939360725205	5.40480954551777	6.03005680509124	6.85690144299245	6.94154784565732	5.96137646093406	5.76854151302552	5.42402845550786	6.28017384407622	5.9765748000351
MIMAT0000063	15.6256053412485	14.5667211317417	12.8812695285121	14.1876007510949	13.9379299964265	14.2193919322363	14.0406167147933	13.6016906855086	15.8296588664249	13.6260351173056	14.4179223329002	14.7122191036227	14.9184076596348	14.2429550358786	12.8705957482712	15.6601737919297	14.9398639984194	14.9064134072115	13.6939660795222	14.0314709963854	13.6654614201983	14.6124298738412	13.7310924378691	14.417636513533	15.316674755088	14.3469687810545	13.9648602353105	14.3552571039149	15.0803338146523	13.750400993682	15.066738402646	14.5439675717939	15.5751346822324	15.4013805807841	15.5012938322955	13.493586802442	15.7463941337782	13.5057405769605	15.813144778448	14.539652604529	14.5730308498865	14.1694806864322	14.379663972583	14.0898031609691	14.378041247316	14.3017359936659	14.2848542020751	14.4875835194201	14.7651503067443	14.5416585419453	14.6062635769795	13.8854612988863	15.068104288632	16.7567216029997	16.8122310160565	14.5127637971085	15.2025898790023	15.0102440253045	13.6867936350049	14.5997952479303	15.8213984803912	14.0294785924325	15.2458304596996	14.4428789926852	14.6791178726484	14.8683746815461	13.3940875210055	14.1170156996705	14.7536422793641	15.0417494167894	14.0925175675124	14.0978647370846	15.36264216619	14.6074935234394	14.3257566205128	14.3066150152529	14.762758888687	14.3886633539168	14.2679269830407	14.7487137190211	14.7911689256044	14.6369677681205	15.4542177682817	14.5731352487788	13.5395592788843	13.6883746461632	13.6931972456371	14.6806562042644
MIMAT0004482	7.1285447040551	5.51963458607741	4.8653279604223	6.80425646242059	5.81492950406729	6.57143634581434	5.67385445784353	6.30900579254122	7.4256950041421	6.56748623156055	6.09053230193556	6.3935826781208	6.57326241751081	5.84798573564385	5.27440599809857	7.69122756662551	7.42751914420441	6.27093943536656	6.24996450789129	6.77803349967436	5.40205571772001	7.23403445186687	6.78174680224675	6.53320677284585	7.61595762568568	6.00242628488529	5.84900681522713	6.47822508182957	7.37121064844663	6.53822496114055	7.16612723204506	6.54956536933462	7.08499137263335	7.06012973299924	7.81357966149856	6.47973718459282	6.52596229626581	5.09405783362918	6.52715441622788	6.54299444120566	5.82237618543343	6.2053620133684	7.1620250844765	5.97831858764696	6.72545985534572	7.09040072867947	6.06532711704039	7.3962658321826	6.63313117473573	5.75958479598763	5.7499664215004	5.27924116668922	6.29075763102968	7.90224414740937	6.83141990580911	6.00961877183898	5.83850613623801	6.58063912494384	6.17620622721924	6.00908616185602	6.90461674026669	5.40772211400907	6.62006190133489	6.24427214673684	6.81463550099656	6.22849595237276	5.69824184680498	5.21833201836626	6.83324012895088	7.1783782154176	6.90548434077512	6.56888477320424	7.09299996886347	6.44371625832183	7.89816921246444	5.89109454393818	6.35462575171175	5.73737374698733	5.68031251251669	6.04526716654091	6.87199195072523	7.21947152237716	6.97788968822474	6.73898403573865	6.4847485366691	5.86356051093723	6.55735243268304	7.01646753746862
MIMAT0000064	12.8435327286274	9.57773753363232	11.5046887931763	12.6912594224972	11.5369400485917	11.0625072783679	9.78784128271908	10.1859381073043	10.2076127106718	11.893651318866	11.9699676697068	11.447366077804	9.58529210949016	12.5658490716992	10.5827450225938	12.2590954184919	11.3243967816219	9.96603385941456	10.4750950045639	9.62990999514573	11.4083328745651	9.99825626400431	10.9403633086972	12.8070463471492	9.72364549187745	11.2980676830322	12.7481642057274	11.6295344012517	10.8089199758241	10.3260573316706	10.2676196309808	11.1094368825406	11.6714787619045	9.26381871673453	9.86869856099468	12.9549743092947	12.8429345961465	10.7464668037924	12.9987093909474	11.4715469774874	10.3286837775506	11.7168105873995	10.7751844739304	10.792875532777	9.69192289240727	11.169643066025	11.2042467312461	11.6441933483306	12.1446345490476	11.2859387692631	11.252849463663	12.5672305279381	10.8702450079206	11.0081804095496	11.5639776904162	11.4264307468233	11.7222860618884	12.5422991616846	13.3815568016394	10.0956262757209	11.0147486521735	11.4135277201138	10.4206620982934	11.9681777824904	11.3877571773586	10.6837711378047	10.9913797095205	11.4496244875299	10.4888952324359	11.6893401350445	9.90548434378367	9.30399956467924	10.065928220046	12.1824449318913	11.9464515506878	11.1548444025624	11.0947604553928	10.9013083145089	11.0613851719492	11.4781635547144	10.3444797277361	12.0798825951335	8.21862169836062	11.3547450184964	11.8144961431386	11.1485890272947	10.6745203697903	12.0262707087636
MIMAT0004483	-3.64385618977472	-3.64385618977472	-3.64385618977472	-0.588061851072566	-3.64385618977472	-0.37107899385498	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-0.197515584546244	-2.01127387325994	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-0.194714149026897	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-1.8737248792721	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-1.3163017493428	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-1.16128537474075	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-1.24590951307885	-0.517279732761351	-3.64385618977472	-0.603178514044681	-3.64385618977472	-3.64385618977472	-0.181992075097705	0.107276759814737	-3.64385618977472	-3.64385618977472	-0.439879851910895	-3.64385618977472	-0.391476486536859	-3.64385618977472	-3.64385618977472	-3.64385618977472	-1.66480947464117	-3.64385618977472	-3.64385618977472	-0.985224815319034	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472	-3.64385618977472
MIMAT0000065	6.84192348141597	9.26938923510711	9.17113641413796	9.91178492116208	8.28741726398611	10.1505222772578	9.41902679979899	9.20937326214961	9.210956153588	9.22485722812887	8.71475422872291	8.411406173787	8.22345529113348	8.34042162877876	8.3332996796971	8.71836369838402	9.18655829340938	7.97989065841842	8.87279518755681	9.19812262017907	8.05260657106257	9.44469324427148	8.24471877293319	9.99881167960861	9.66035174125554	9.3434631970943	9.44639181947971	8.21922054852939	8.42297207899627	8.87558310406172	7.25276054312451	7.90103773608972	7.79832991264119	9.14397085922213	8.75438387028331	9.31829798041469	8.68592291334982	8.82124240157211	7.41859661017808	8.82212282011937	9.39128235153356	8.93258432988871	8.87658048820832	8.38413754561973	8.49908391900595	8.53485095964606	8.47366995978712	9.60999989478971	8.10784198949026	8.6759668425292	7.45383431510446	8.64940545908597	7.86107336011127	6.8817072193031	7.60400940568931	8.34139464494439	8.82586931063402	8.61982390446578	8.2820008876145	7.94495583029101	8.33051275041543	7.08288240413466	9.45522599792723	7.80100097560517	8.69786341540637	8.84952770214021	7.91146367437299	8.46701111878988	8.75722671471733	9.02003359555212	7.37693515545556	7.86342697590172	8.93688076536108	6.86657325928274	8.68917464582771	8.84573401827319	8.38981517948374	8.56732420390322	7.69590936121489	6.93205655185751	9.2679206339538	9.19766714670261	8.78729389441142	8.48237589409395	8.82271665129086	9.71600332690718	8.85920175716032	9.43170994581901
MIMAT0004484	9.12039846252777	9.43571852843439	9.20794593928535	9.68573463453922	9.19575127693714	10.9218185922324	9.39279525998527	9.44971065240042	10.187387682335	9.62340660428658	7.83246414746731	8.92026022516663	8.68927053002464	8.99736336625178	8.42753575001426	9.56735590920953	9.45174070834432	8.96924341616612	8.88766846391209	10.301595457446	7.47563686442724	10.2887576384693	9.07373257608907	10.5315044781666	9.05956427456565	9.4777994423557	9.99299160305116	7.72349520327085	9.96055824590971	8.36757261997095	7.67552185189998	8.19937900628195	9.01944560928831	9.03628299217101	8.65875447310499	10.3738125081894	9.20163836223394	8.94530039668203	6.9304059999742	9.16808505119827	9.85579919767512	8.35875164325305	9.0696386521121	9.37456883830176	8.89774027456125	9.67536323116503	9.64135648951236	8.90364539605184	8.71369666017224	8.26753639731889	6.62172878071672	8.57496420220031	8.70032000763441	8.77995371578515	7.6272791816307	8.49575123703138	8.36934342269237	7.92651814381668	7.67254382904404	8.6504311378602	9.20899940090785	7.03848828876687	9.66505151655046	8.54819445972434	9.76012134017431	9.5320455127652	7.77746853222858	8.23960062467564	9.16848257240362	9.42550623036412	8.88543111572484	8.96061489218477	10.1686642365586	7.04943730642427	8.69552547694637	8.70236984137032	9.31627194316708	9.38091107895103	9.10219438741624	9.54255414143853	10.4171799989976	8.38010491680863	8.93416831149974	8.68651661034193	9.61939807109943	10.2772311781043	10.143292033037	7.45669494541408
MIMAT0000066	10.0328335030237	10.0892821414248	10.9242216739761	10.9266530887773	10.3343036508686	11.2148232867954	9.9043504708158	10.3345408832118	10.4485349794019	10.8872911542189	9.17036647371188	9.68571360434839	9.52500725137713	9.81061889106588	7.36892359106429	10.3732887563742	9.86524424115552	10.4439438362339	9.21697608910289	10.4987140125933	9.6051475952028	10.0232151308481	10.0496469582048	10.5988896281588	10.2793022419696	10.9751189334427	11.2315696748951	10.7240270728894	8.51528682939682	10.0046907068519	9.80036478888253	9.82729365335688	10.8471836774117	9.54724491120736	9.90572589173707	10.2181741718831	10.3799756036634	10.7456913698853	10.1943814562198	9.85713318449348	9.93872015838507	10.1714422028489	10.9705417495283	9.76717715746106	9.21731294894868	8.53785970776798	9.80095626096824	11.2269013267859	10.1316120687015	9.58367709937523	8.33120582278645	9.63960545462744	9.21407011540841	10.7582901718817	10.0303131277268	10.0040496984336	9.40517971745431	10.2358900645437	8.76116872461534	10.3349293131695	10.098128557333	9.83398685369452	10.641764310692	10.1187412715733	10.0328308065027	10.0820621336618	10.2152126652586	10.164210385494	9.92014084108649	10.9219725487346	10.9782950961738	9.8684450485334	10.077191999178	11.225836076961	10.3725408503282	9.30741959712287	10.8841768081764	8.19752979523038	9.88637129302066	10.4120842098138	9.94599253848139	9.87584076271857	10.5002028272506	10.7589718125186	10.8394565053426	10.2064657440063	9.33508218132731	9.85395212278753
